item_type,item_code,item_name_en,item_name_es,item_name_fr
FFE,FQSN-095,"SHELVING: floor standing, 1200W x 400D x 2100H nom., metal","ESTANTES: de pie, 1200W x 400D x 2100H nom., Metal","RAYONNAGE : sur pied, 1200W x 400P x 2100H nom., métal"
FFE,FQSN-137,TOY BOX & TOYS,CAJA DE JUGUETES Y JUGUETES,BOÎTE À JOUETS ET JOUETS
FFE,FQSN-138,PALLET: half size,PALETA: tamaño medio,PALETTE : demi-taille
FFE,FQTA-001,TABLE: bedside,MESA: junto a la cama,TABLE : chevet
FFE,FQTA-003,TABLE: children's play,MESA: juego de niños,TABLE : jeux d'enfants
FFE,FQTA-013,TABLE: overbed,MESA: sobrecama,TABLE : sur-lit
FFE,FQTA-017,"TABLE: rectangular 1200L x 900W, work height","MESA: rectangular 1200L x 900W, altura de trabajo","TABLE : rectangulaire 1200L x 900W, hauteur de travail"
FFE,FQTA-020,"TABLE: rectangular, 1500L x 1200W, work height","MESA: rectangular, 1500L x 1200W, altura de trabajo","TABLE : rectangulaire, 1500L x 1200W, hauteur de travail"
FFE,FQTA-034,"TABLE: rectangular, 900L x 600W, low height","MESA: rectangular, 900L x 600W, baja altura","TABLE : rectangulaire, 900L x 600W, faible hauteur"
FFE,FQTA-053,"TABLE: round, 600 diam, low height","MESA: redonda, 600 diám, altura baja","TABLE : ronde, diam 600, faible hauteur"
FFE,FQTA-055,"TABLE: round, 900 diam, dining height","MESA: redonda, 900 diám, altura comedor","TABLE : ronde, diam 900, hauteur repas"
FFE,FQTA-057,"TABLE: round, 900 diam, work height","MESA: redonda, 900 diam, altura de trabajo","TABLE : ronde, 900 diam, hauteur de travail"
FFE,FQTA-059,"TABLE: square, 1100W, dining height","MESA: cuadrada, 1100W, altura comedor","TABLE : carrée, 1100W, hauteur salle à manger"
FFE,FQTA-075,"TABLE: square, 600W, low height","MESA: cuadrada, 600W, baja altura","TABLE : carrée, 600W, faible hauteur"
FFE,FQTA-077,"TABLE: square, 800W, dining height","MESA: cuadrada, 800W, altura comedor","TABLE : carrée, 800W, hauteur repas"
FFE,FQTA-083,"TABLE: bedside, anti ligature","MESA: cabecera, anti ligadura","TABLE : chevet, anti ligature"
FFE,FQTA-084,"TABLE: adjustable height, hand therapy","MESA: altura ajustable, terapia manual","TABLE : hauteur réglable, thérapie des mains"
FFE,FQTA-085,"TABLE: square, 1100W, adjustable height","MESA: cuadrada, 1100W, altura regulable","TABLE : carrée, 1100W, réglable en hauteur"
SE,FSDE-004,DETECTOR: smoke,DETECTOR: humo,DETECTEUR : fumée
FFE,FSDE-008,CONTROL PANEL: fire and EWIS,PANEL DE CONTROL: incendio y EWIS,PANNEAU DE COMMANDE : incendie et EWIS
FFE,FSPV-004,FIRE EXTINGUISHER,EXTINTOR DE INCENDIOS,EXTINCTEUR D'INCENDIE
FFE,FSPV-005,FIRE EXTINGUISHER: blanket,EXTINTOR DE INCENDIOS: manta,EXTINCTEUR D'INCENDIE : couverture
SE,FSPV-014,FIRE SUPPRESSION: sprinklers,SUPRESIÓN DE INCENDIOS: rociadores,EXTINCTION D'INCENDIE : gicleurs
FFE,HYBA-002,"BASIN: ensuite, with vanity unit","LAVABO: baño privado, con tocador","VASQUE : ensuite, avec meuble sous-vasque"
FFE,HYBA-005,"BASIN: handwash, accessible","LAVABO: lavamanos, accesible","LAVABO : lavage à la main, accessible"
FFE,HYBA-009,"BASIN: handwash, Type A, scrub","LAVABO: lavado a mano, tipo A, fregar","BASSIN : lave-mains, Type A, gommage"
FFE,HYBA-010,"BASIN: handwash, Type B","LAVABO: lavado a mano, Tipo B","VASQUE : lave-mains, Type B"
FFE,HYBA-011,"BASIN: handwash, Type C","LAVABO: lavado a mano, Tipo C","LAVABO : lave-mains, Type C"
FFE,HYBA-012,"BASIN: handwash, Type C, with vanity unit","LAVABO: lavamanos, Tipo C, con mueble bajo lavabo","VASQUE : lave-mains, Type C, avec meuble sous-vasque"
FFE,HYBA-023,BATH: birthing,BAÑO: parto,BAIN : accouchement
FFE,HYBA-025,BATH: domestic,BAÑO: doméstico,BAIN : domestique
FFE,HYBA-040,SINK: cleaner,FREGADERO: limpiador,LAVABO : plus propre
FFE,HYBA-041,"SINK: double, with drainer, half size rinse bowl","FREGADERO: doble, con escurridor, cubeta de enjuague de tamaño medio","ÉVIER : double, avec égouttoir, demi-bol de rinçage"
FFE,HYBA-043,SINK: double,FREGADERO: doble,LAVABO : double
FFE,HYBA-046,SINK: flushing rim,FREGADERO: borde de descarga,LAVABO : bord de chasse d'eau
FFE,HYBA-051,SINK: single,FREGADERO: individual,LAVABO : simple
FFE,HYBA-052,"SINK: single, 450 x 350 x 250D","FREGADERO: simple, 450 x 350 x 250D","LAVABO : simple, 450 x 350 x 250D"
FFE,HYBA-053,"SINK: single, 450 x 350 x 300D","FREGADERO: individual, 450 x 350 x 300D","LAVABO : simple, 450 x 350 x 300D"
FFE,HYBA-055,"SINK: single, 500 x 450 x 250D","FREGADERO: individual, 500 x 450 x 250D","ÉVIER : simple, 500 x 450 x 250D"
FFE,HYBA-064,"SINK: single, laundry","FREGADERO: individual, lavadero","LAVABO : simple, buanderie"
FFE,HYBA-069,"SINK: single, with drainer, 930mmL","FREGADERO: simple, con escurridor, 930 mmL","LAVABO : simple, avec égouttoir, 930mmL"
FFE,HYBA-077,"SINK: trough, scrub","FREGADERO: abrevadero, fregar","LAVABO : auge, gommage"
FFE,HYBA-078,BASIN: with integrated shelf,LAVABO: con balda integrada,VASQUE : avec étagère intégrée
FFE,HYBA-079,"SINK: single, dental","FREGADERO: simple, dental","LAVABO : simple, dentaire"
FFE,HYBA-080,"SINK: single, with drainer, accessible","FREGADERO: individual, con escurridor, accesible","LAVABO : simple, avec égouttoir, accessible"
SE,HYDR-001,DRAIN: special requirements,DRENAJE: requisitos especiales,VIDANGE : exigences particulières
SE,HYDR-003,DRAIN: floor trough,DRENAJE: canal de piso,VIDANGE : auge au sol
SE,HYDR-004,DRAIN: floor waste,DRENAJE: residuos de suelo,VIDANGE : siphon de sol
SE,HYDR-006,DRAIN: tundish,DRENAJE: artesa,VIDANGE : répartiteur
FFE,HYDR-008,TRAP: plaster,TRAMPA: yeso,PIÈGE : plâtre
SE,HYDR-010,"DRAIN: floor waste, anti ligature","DRENAJE: desagüe de piso, anti ligadura","DRAIN : siphon de sol, anti ligature"
SE,HYDR-011,"DRAIN: clear out, anti ligature","DRENAJE: limpiar, anti ligadura","DRAIN : nettoyez, anti ligature"
SE,HYDR-012,DRAIN: wall drain,DRENAJE: desagüe de pared,DRAIN : drain mural
SE,HYDR-015,"DRAIN: tundish unit, integral drainage outlets","DRENAJE: unidad de colada, salidas de drenaje integrales","DRAIN : élément répartiteur, sorties de drainage intégrées"
SE,HYDR-016,"DRAIN: floor waste, sealed","DRENAJE: desagüe de piso, sellado","DRAIN : siphon de sol, scellé"
SE,HYDR-017,"DRAIN: floor waste, 300 x 300","DESAGÜE: desagüe de suelo, 300 x 300","DRAIN : siphon de sol, 300 x 300"
SE,HYDR-018,"DRAIN: tundish, floor drain","DRENAJE: artesa, desagüe de piso","DRAIN : panier, siphon de sol"
FFE,HYDR-019,ACCESS PANEL: waterless trap,PANEL DE ACCESO: sifón sin agua,PANNEAU D'ACCÈS : siphon sans eau
FFE,HYGE-003,BOILING/CHILLED WATER UNIT: Combination,UNIDAD DE HERVIDO / AGUA REFRIGERADA: Combinación,UNITÉ BOUILLANTE/EAU GLACÉE : Combinaison
FFE,HYGE-008,BOILING WATER UNIT: 5 Litre,UNIDAD DE AGUA HERVIDA: 5 Litros,UNITÉ D'EAU BOUILLANTE : 5 Litres
FFE,HYGE-012,WATER TREATMENT: reverse osmosis plant,TRATAMIENTO DE AGUA: planta de ósmosis inversa,TRAITEMENT DE L'EAU : usine d'osmose inverse
FFE,HYGE-016,PUMP: pressure booster,BOMBA: amplificador de presión,POMPE : surpresseur
SE,HYGE-019,WATER TREATMENT: brine tank,TRATAMIENTO DE AGUA: tanque de salmuera,TRAITEMENT DE L'EAU : bac à sel
SE,HYGE-020,WATER TREATMENT: carbon filter,TRATAMIENTO DE AGUAS: filtro de carbón,TRAITEMENT DE L'EAU : filtre à charbon
SE,HYGE-021,WATER TREATMENT: multimedia tank,TRATAMIENTO DE AGUAS: tanque multimedia,TRAITEMENT DE L'EAU : réservoir multimédia
SE,HYGE-022,"WATER TREATMENT: particle filter, 1 micron","TRATAMIENTO DE AGUAS: filtro de partículas, 1 micra","TRAITEMENT DE L'EAU : filtre à particules, 1 micron"
SE,HYGE-023,"WATER TREATMENT: particle filter, 5 microns","TRATAMIENTO DE AGUA: filtro de partículas, 5 micras","TRAITEMENT DE L'EAU : filtre à particules, 5 microns"
SE,HYGE-024,WATER TREATMENT: softener tank,TRATAMIENTO DE AGUA: tanque descalcificador,TRAITEMENT DE L'EAU : cuve adoucisseur
SE,HYGE-025,CONTROL PANEL: process cooling water pump,PANEL DE CONTROL: bomba de agua de refrigeración de proceso,PANNEAU DE COMMANDE : pompe à eau de refroidissement de processus
SE,HYGE-026,TROUGH: boot wash,CANAL: lavado de botas,AUGE : lave-bottes
FFE,HYGE-027,DEVICE: UV irradiator,DISPOSITIVO: irradiador UV,APPAREIL : irradiateur UV
SE,HYGE-028,DEVICE: backflow prevention,DISPOSITIVO: prevención de reflujo,DISPOSITIF : anti-refoulement
FFE,HYTP-002,FLUSH BUTTON: toilet suite,BOTÓN DE DESCARGA: baño,BOUTON FLUSH : WC
FFE,HYTP-003,HOSE REEL: retractable,CARRETE DE MANGUERA: retráctil,ENROULEUR: rétractable
FFE,HYTP-004,HOSE: spray,MANGUERA: spray,TUYAU: spray
FFE,HYTP-006,"HOSE: spray, pressure control","MANGUERA: spray, control de presión","TUYAU : spray, contrôle de la pression"
SE,HYTP-008,OUTLET: cold water,SALIDA: agua fría,SORTIE : eau froide
SE,HYTP-012,"OUTLET: hosecock, cold water","SALIDA: grifo, agua fría","SORTIE : robinet, eau froide"
SE,HYTP-013,OUTLET: hot water,SALIDA: agua caliente,SORTIE : eau chaude
FFE,HYTP-018,SHOWER: fixed rose,DUCHA: rosa fijo,DOUCHE : rosace fixe
FFE,HYTP-019,"SHOWER: fixed rose, anti ligature","DUCHA: rosetón fijo, anti ligadura","DOUCHE : rosace fixe, anti ligature"
FFE,HYTP-020,SHOWER: hand-held,DUCHA: de mano,DOUCHE : à main
FFE,HYTP-021,"SHOWER: hand-held, over bath","DUCHA: de mano, sobre la bañera","DOUCHE : à main, dans la baignoire"
FFE,HYTP-023,"SHOWER: safety, eyewash combination","DUCHA: seguridad, combinación lavaojos","DOUCHE : sécurité, combinaison de douche oculaire"
FFE,HYTP-024,"SPOUT: basin, anti ligature","PICO: lavabo, anti ligadura","BEC : vasque, anti ligature"
FFE,HYTP-028,"SPOUT: bath, wall mounted","PICO: bañera, montado en la pared","BEC: baignoire, mural"
FFE,HYTP-029,TAPWARE: boiling/chilled water unit (comb),GRIFERÍA: unidad de agua hirviendo/enfriada (peine),ROBINETTERIE : groupe eau bouillante/froide (peigne)
FFE,HYTP-030,TAPWARE: cold,GRIFERÍA: fría,ROBINETTERIE : froid
FFE,HYTP-034,TAPWARE: laboratory,GRIFERÍA: laboratorio,ROBINETTERIE : laboratoire
FFE,HYTP-035,"TAPWARE: mixer, basin, accessible","TAPWARE: mezclador, lavabo, accesible","ROBINETTERIE : mitigeur, lavabo, accessible"
FFE,HYTP-036,"TAPWARE: mixer, basin, lever action","GRIFERÍA: monomando, lavabo, palanca","ROBINETTERIE : mitigeur, vasque, levier"
FFE,HYTP-037,"TAPWARE: mixer, elbow levers","GRIFERÍA: mezclador, palancas de codo","ROBINETTERIE : mélangeur, leviers coudés"
FFE,HYTP-038,"TAPWARE: mixer, elbow levers, long","TAPWARE: mezclador, palancas acodadas, largo","ROBINETTERIE : mélangeur, leviers coudés, longs"
FFE,HYTP-039,"TAPWARE: mixer, shower, lever action","TAPWARE: mezclador, ducha, acción de palanca","ROBINETTERIE : mitigeur, douche, action à levier"
FFE,HYTP-040,"TAPWARE: mixer, sink, accessible","GRIFERÍA: monomando, lavabo, accesible","ROBINETTERIE : mitigeur, évier, accessible"
FFE,HYTP-042,TAPWARE: sensor,TAPWARE: sensor,ROBINETTERIE : capteur
FFE,HYTP-045,"SHOWER: hand-held, accessible","DUCHA: de mano, accesible","DOUCHE : portative, accessible"
FFE,HYTP-046,"TAPWARE: hot and cold taps, shower, anti ligature","GRIFERÍA: grifos fríos y calientes, ducha, anti ligadura","ROBINETTERIE : robinetterie chaude et froide, douche, anti ligature"
FFE,HYTP-047,"TAPWARE: hot and cold taps, basin, anti ligature","GRIFERÍA: grifos fríos y calientes, lavabo, anti ligadura","ROBINETTERIE : robinetterie chaude et froide, vasque, anti ligature"
FFE,HYWC-001,TOILET SUITE: accessible,SUITE ASEO: accesible,SALLE DE TOILETTE : accessible
FFE,HYWC-002,TOILET SUITE: bariatric,SUITE ASEO: bariátrico,SUITE DE TOILETTE : bariatrique
FFE,HYWC-005,"TOILET SUITE: concealed cistern, floor mounted","SUITE WC: cisterna empotrada, montada en el suelo","SUITE DE TOILETTE : réservoir à encastrer, au sol"
FFE,HYWC-006,TOILET SUITE: patient,WC SUITE: paciente,SALLE DE TOILETTE : patient
FFE,HYWC-008,TOILET SUITE: standard,WC SUITE: estándar,SALLE DE TOILETTE : standard
FFE,HYWC-010,TOILET SUITE: ambulant,WC SUITE: ambulante,SALLE DE TOILETTE : ambulante
FFE,ITAV-009,MICROPHONE,MICRÓFONO,MICROPHONE
FFE,ITAV-010,MICROPHONE: ceiling mounted,MICRÓFONO: montado en el techo,MICROPHONE : monté au plafond
FFE,ITAV-014,"MICROPHONE: surface mounted, gooseneck","MICRÓFONO: montado en superficie, cuello de ganso","MICROPHONE : monté en surface, col de cygne"
FFE,ITAV-017,PLAYER: DVD,REPRODUCTOR: DVD,LECTEUR : DVD
FFE,ITAV-022,"PROJECTOR: data, ceiling mounted","PROYECTOR: datos, montaje en techo","PROJECTEUR : données, montage au plafond"
FFE,ITAV-026,"PROJECTOR: data, surface mounted","PROYECTOR: datos, montado en superficie","PROJECTEUR : données, monté en surface"
FFE,ITAV-051,DISPLAY SCREEN: audio visual,PANTALLA DE VISUALIZACIÓN: audiovisual,ÉCRAN D'AFFICHAGE : audiovisuel
FFE,ITAV-057,SPEAKER: ceiling recessed,ALTAVOZ: empotrado en el techo,HAUT-PARLEUR : encastré au plafond
FFE,ITAV-060,"CONTROL PANEL: AV integration system, wall mount","PANEL DE CONTROL: sistema de integración AV, montaje en pared","PANNEAU DE COMMANDE : système d'intégration AV, support mural"
FFE,ITAV-061,SPEAKER: audiology,PONENTE: audiología,INTERVENANT : audiologie
SE,ITBU-001,"ALARM: equipment monitoring, temperature","ALARMA: monitorización de equipos, temperatura","ALARME : surveillance des équipements, température"
SE,ITBU-002,"ALARM: equipment monitoring, water treatment malfunction","ALARMA: monitoreo de equipos, mal funcionamiento del tratamiento de agua","ALARME : surveillance des équipements, dysfonctionnement du traitement de l'eau"
FFE,ITBU-006,"CONTROL PANEL: patient entertainment, handset","PANEL DE CONTROL: entretenimiento del paciente, auricular","PANNEAU DE COMMANDE : divertissement patient, combiné"
FFE,ITBU-009,CONTROL UNIT: public address system,UNIDAD DE CONTROL: megafonía,UNITÉ DE CONTRLE : système de sonorisation
FFE,ITBU-011,DISPLAY SCREEN: MATV,PANTALLA DE VISUALIZACIÓN: MATV,ÉCRAN D'AFFICHAGE : MATV
FFE,ITBU-012,DISPLAY SCREEN: patient entertainment system,PANTALLA DE VISUALIZACIÓN: sistema de entretenimiento del paciente,ÉCRAN D'AFFICHAGE : système de divertissement pour les patients
FFE,ITBU-013,DISPLAY SCREEN: patient flow system,PANTALLA DE VISUALIZACIÓN: sistema de flujo del paciente,ÉCRAN D'AFFICHAGE : système de flux de patients
SE,ITBU-020,PUBLIC ADDRESS SYSTEM,SISTEMA DE megafonía,SYSTÈME DE SONORISATION
FFE,ITBU-021,SYSTEM: barcode tracking,SISTEMA: seguimiento de código de barras,SYSTÈME : suivi des codes à barres
SE,ITBU-024,ALARM: chlorine meter,ALARMA: medidor de cloro,ALARME : compteur de chlore
SE,ITCL-001,ANNUNCIATOR: nurse call,ANUNCIADOR: llamada de enfermera,ANNONCIATEUR : appel infirmière
SE,ITCL-004,"BUTTON: nurse call, emergency","BOTÓN: llamada de enfermera, emergencia","BOUTON : appel infirmière, urgence"
SE,ITCL-005,"BUTTON: nurse call, orderly / porter","BOTÓN: llamada de enfermera, camillero/portero","BOUTON : appel infirmière, préposé/portier"
SE,ITCL-006,"BUTTON: nurse call, patient to staff","BOTÓN: llamada de enfermera, paciente al personal","BOUTON : appel infirmière, patient au personnel"
SE,ITCL-008,"BUTTON: nurse call, staff assist","BOTÓN: llamada a la enfermera, ayuda del personal","BOUTON : appel infirmière, assistance du personnel"
FFE,ITCL-012,CAMERA: observation,CÁMARA: observación,CAMÉRA : observation
FFE,ITCL-014,"CLOCK: analogue, electric","RELOJ: analógico, eléctrico","HORLOGE : analogique, électrique"
FFE,ITCL-018,"CLOCK: clock system slave, digital","RELOJ: sistema de reloj esclavo, digital","HORLOGE : système d'horloge esclave, numérique"
FFE,ITCL-020,"CLOCK: clock system slave, dual digital / elapsed time","RELOJ: sistema de reloj esclavo, doble digital / tiempo transcurrido","HORLOGE : système d'horloge esclave, double numérique / temps écoulé"
FFE,ITCL-021,CLOCK: clock system slave dual time / elapsed time,RELOJ: sistema de reloj esclavo tiempo dual / tiempo transcurrido,HORLOGE : système d'horloge esclave double temps / temps écoulé
SE,ITCL-023,CONTROL PANEL: master clock system,PANEL DE CONTROL: sistema de reloj maestro,PANNEAU DE COMMANDE : système d'horloge maître
SE,ITCL-028,"HANDSET: nurse call, with patient to staff call button","AURICULAR: llamada de enfermera, con botón de llamada del paciente al personal","COMBINÉ : appel infirmière, avec bouton d'appel du patient au personnel"
SE,ITCL-031,"PENDANT: nurse call, patient to staff","COLGANTE: llamada de enfermera, paciente al personal","PENDENTIF : appel infirmière, patient au personnel"
FFE,ITCL-034,CAMERA: telemedicine,CÁMARA: telemedicina,CAMÉRA : télémédecine
FFE,ITCL-035,CAMERA: respiratory gating,CÁMARA: sincronización respiratoria,CAMÉRA : synchronisation respiratoire
FFE,ITCL-036,CAMERA: neonatal,CÁMARA: neonatal,CAMÉRA : néonatale
FFE,ITCL-037,CHARGER: wireless duress devices,CARGADOR: dispositivos de coacción inalámbricos,CHARGEUR : appareils de contrainte sans fil
SE,ITIN-010,"OUTLET: data, single RJ45","SALIDA: datos, simple RJ45","SORTIE : données, RJ45 simple"
SE,ITIN-011,"OUTLET: data, single RJ45, ceiling mounted","SALIDA: datos, simple RJ45, montaje en techo","SORTIE : données, RJ45 simple, montée au plafond"
SE,ITIN-014,"OUTLET: data, single RJ45, on pendant","SALIDA: datos, RJ45 simple, en colgante","SORTIE : données, RJ45 simple, sur pendentif"
SE,ITIN-016,"OUTLET: data, single RJ45, wall mounted","SALIDA: datos, simple RJ45, montaje en pared","SORTIE : données, RJ45 simple, fixée au mur"
SE,ITIN-022,"OUTLET: data, double RJ45, in floorbox","SALIDA: datos, doble RJ45, en caja de suelo","SORTIE : données, double RJ45, dans le boîtier de sol"
SE,ITIN-023,"OUTLET: data, double RJ45, on data/ AV panel","SALIDA: datos, doble RJ45, en panel de datos / AV","SORTIE : données, double RJ45, sur panneau de données/AV"
SE,ITIN-024,"OUTLET: data, double RJ45, on pendant","SALIDA: datos, doble RJ45, en colgante","SORTIE : data, double RJ45, sur pendentif"
SE,ITIN-025,"OUTLET: data, double RJ45, on services panel","SALIDA: datos, doble RJ45, en panel de servicios","SORTIE : données, double RJ45, sur panneau de services"
SE,ITIN-026,"OUTLET: data, double RJ45, wall mounted","SALIDA: datos, doble RJ45, montaje en pared","SORTIE : données, double RJ45, murale"
SE,ITIN-029,"OUTLET: data, double RJ45, desk box","SALIDA: datos, doble RJ45, caja de sobremesa","SORTIE : données, double RJ45, boîtier de bureau"
SE,ITIN-034,"OUTLET: data, triple RJ45, on pendant","SALIDA: datos, triple RJ45, en colgante","SORTIE : data, triple RJ45, sur pendentif"
SE,ITIN-035,"OUTLET: data, triple RJ45, on services panel","SALIDA: datos, triple RJ45, en panel de servicios","SORTIE : données, triple RJ45, sur panneau de services"
SE,ITIN-036,"OUTLET: data, triple RJ45, wall mounted","SALIDA: datos, triple RJ45, montaje en pared","SORTIE : données, triple RJ45, murale"
SE,ITIN-055,"OUTLET: data, USB, wall mounted","SALIDA: datos, USB, montaje en pared","SORTIE : données, USB, murale"
SE,ITIN-061,"OUTLET: HDMI, ceiling mounted","SALIDA: HDMI, montaje en techo","SORTIE : HDMI, montage au plafond"
SE,ITIN-063,"OUTLET: HDMI, on data/ AV panel","SALIDA: HDMI, en el panel de datos/ AV","SORTIE : HDMI, sur le panneau de données/AV"
SE,ITIN-066,"OUTLET: HDMI, wall mounted","SALIDA: HDMI, montaje en pared","SORTIE : HDMI, montage mural"
SE,ITIN-067,"OUTLET: HDMI, desk box","SALIDA: HDMI, caja de escritorio","SORTIE : HDMI, boîtier de bureau"
SE,ITIN-070,OUTLET: MATV,SALIDA: MATV,SORTIE : MATV
SE,ITIN-071,"OUTLET: MATV, ceiling mounted","SALIDA: MATV, montaje en techo","SORTIE : MATV, montée au plafond"
FFE,ITIN-120,PATCH PANEL: data integration,PATCH PANEL: integración de datos,PATCH PANEL : intégration de données
FFE,ITIN-123,RACK: communications,RACK: comunicaciones,RACK : communication
FFE,ITIN-128,"RACK: voice, intermediate distribution frame (IDF)","RACK: voz, marco de distribución intermedio (IDF)","RACK : voix, répartiteur intermédiaire (IDF)"
FFE,ITIN-139,COMPUTER: mainframe,COMPUTADORA: computadora central,ORDINATEUR : ordinateur central
SE,ITIN-140,"DATA PANEL: data / AV outlets, ceiling mounted","PANEL DE DATOS: salidas de datos / AV, montaje en techo","PANNEAU DE DONNÉES : prises de données/AV, montées au plafond"
SE,ITIN-143,"FLOORBOX: for power, data, AV, flush mounted","FLOORBOX: para alimentación, datos, AV, montaje empotrado","FLOORBOX : pour alimentation, données, AV, encastré"
SE,ITIN-145,"DESK BOX: for power, data, AV, flush mounted, softwired","CAJA DE ESCRITORIO: para alimentación, datos, AV, empotrada, cableada por software","BOÎTE DE BUREAU : pour l'alimentation, les données, l'audiovisuel, encastrée, câblée"
FFE,ITNE-003,BAR CODING: reader,CODIFICACIÓN DE BARRAS: lector,CODAGE BARRES : lecteur
FFE,ITNE-004,CAMERA: video conferencing,CAMERA: videoconferencia,APPAREIL PHOTO : visioconférence
FFE,ITNE-005,COMMS BOARD,TABLERO DE COMMS,CARTE DE COMMUNICATION
FFE,ITNE-007,"COMPUTER: desktop, with display screen","COMPUTADORA: de escritorio, con pantalla de visualización","ORDINATEUR : bureau, avec écran d'affichage"
FFE,ITNE-008,COMPUTER: for workstation on wheels,ORDENADOR: para puesto de trabajo sobre ruedas,ORDINATEUR : pour poste de travail sur roues
FFE,ITNE-009,"COMPUTER: hi performance, for clinical / PACS use","COMPUTADORA: alto rendimiento, para uso clínico/PACS","ORDINATEUR : haute performance, pour une utilisation clinique / PACS"
FFE,ITNE-010,COMPUTER: laptop or other mobile device,COMPUTADORA: computadora portátil u otro dispositivo móvil,ORDINATEUR : ordinateur portable ou autre appareil mobile
FFE,ITNE-011,COMPUTER: server,ORDENADOR: servidor,Serveur informatique
FFE,ITNE-013,CONTROL UNIT: video conferencing,UNIDAD DE CONTROL: videoconferencia,UNITÉ DE CONTRLE : visioconférence
FFE,ITNE-016,FAX MACHINE: desktop,MÁQUINA DE FAX: escritorio,TÉLÉCOPIE : ordinateur de bureau
FFE,ITNE-019,MICROPHONE: videoconferencing,MICRÓFONO: videoconferencia,MICROPHONE : visioconférence
FFE,ITNE-021,MULTIFUNCTION DEVICE: floorstanding,DISPOSITIVO MULTIFUNCIÓN: de pie,APPAREIL MULTIFONCTION : au sol
FFE,ITNE-023,PRINTER: networked,IMPRESORA: en red,IMPRIMANTE : en réseau
FFE,ITNE-042,"SPEAKER: video conferencing, wall mount","ALTAVOZ: videoconferencia, montaje en pared","HAUT-PARLEUR : visioconférence, support mural"
FFE,ITNE-049,"TELEPHONE: handset, desktop","TELÉFONO: microteléfono, escritorio","TÉLÉPHONE : combiné, ordinateur de bureau"
FFE,ITNE-050,"TELEPHONE: handset, desktop, handsfree","TELÉFONO: auricular, escritorio, manos libres","TÉLÉPHONE : combiné, ordinateur de bureau, mains libres"
FFE,ITNE-052,"TELEPHONE: handset, wall mount","TELÉFONO: microteléfono, montaje en pared","TÉLÉPHONE : combiné, support mural"
FFE,ITNE-053,"TELEPHONE: handset, wall mount, handsfree","TELÉFONO: auricular, montaje en pared, manos libres","TÉLÉPHONE : combiné, support mural, mains libres"
FFE,ITNE-056,TELEPHONE PABX: switchboard,PABX TELEFÓNICO: centralita,TÉLÉPHONE PABX : standard
FFE,ITNE-057,TELEPHONE: public,TELÉFONO: público,TÉLÉPHONE : public
FFE,ITNE-058,"TELEPHONE: public, taxi service","TELÉFONO: público, servicio de taxi","TÉLÉPHONE : public, service de taxi"
FFE,ITNE-060,TELEPHONE: teleconferencing module,TELÉFONO: módulo de teleconferencia,TÉLÉPHONE : module de téléconférence
FFE,ITNE-063,DISPLAY SCREEN: for computer,PANTALLA DE VISUALIZACIÓN: para computadora,ÉCRAN D'AFFICHAGE : pour ordinateur
FFE,ITNE-066,"COMPUTER: all-in-one, wall mounted","ORDENADOR: todo en uno, montado en la pared","ORDINATEUR : tout-en-un, mural"
FFE,ITNE-067,KEYBOARD: keyboard and mouse only,TECLADO: solo teclado y mouse,CLAVIER : clavier et souris uniquement
FFE,ITNE-068,"COMPUTER: hi performance, for clinical / PACS use, CPU, underbench mount","ORDENADOR: alto rendimiento, para uso clínico / PACS, CPU, montaje debajo de la mesa","ORDINATEUR : haute performance, pour une utilisation clinique / PACS, CPU, montage sous paillasse"
FFE,ITNE-069,"DISPLAY SCREEN: PACS, portrait ","PANTALLA DE VISUALIZACIÓN: PACS, retrato","ÉCRAN D'AFFICHAGE : PACS, portrait"
FFE,ITNE-070,DISPLAY SCREEN: PACS,PANTALLA DE VISUALIZACIÓN: PACS,ÉCRAN D'AFFICHAGE : PACS
FFE,ITNE-071,"COMPUTER: desktop, with dual display screens","ORDENADOR: de sobremesa, con pantallas duales","ORDINATEUR : ordinateur de bureau, avec deux écrans d'affichage"
FFE,ITNE-072,BAR CODING: PDE dock,CODIFICACIÓN DE BARRAS: puerto PDE,CODAGE BARRES : Quai PDE
FFE,ITNE-073,DISPLAY SCREEN: patient treatment information,PANTALLA DE VISUALIZACIÓN: información sobre el tratamiento del paciente,ÉCRAN D'AFFICHAGE : informations sur le traitement du patient
FFE,ITNE-074,DISPLAY SCREEN: patient observation,PANTALLA DE VISUALIZACIÓN: observación del paciente,ÉCRAN D'AFFICHAGE : observation du patient
SE,ITSE-003,ALARM: intruder detection,ALARMA: detección de intrusos,ALARME : détection d'intrusion
SE,ITSE-006,"BUTTON: duress, fixed","BOTÓN: coacción, fijo","BOUTON : contrainte, fixe"
SE,ITSE-008,"BUTTON: duress, mobile device","BOTÓN: coacción, dispositivo móvil","BOUTON : contrainte, appareil mobile"
FFE,ITSE-012,CAMERA: CCTV,CÁMARA: circuito cerrado de televisión,CAMÉRA : CCTV
FFE,ITSE-019,CAMERA: ID photo,CÁMARA: Foto de identificación,APPAREIL PHOTO : photo d'identité
SE,ITSE-023,"DOOR RELEASE: access control, buzzer","LIBERACIÓN DE LA PUERTA: control de acceso, zumbador","OUVERTURE DE PORTE : contrôle d'accès, buzzer"
