from,to,area_en,area_es,area_fr,qty,m2,remarks_en,remarks_es,remarks_fr,room_en,room_es,room_fr
PSI,OFF-CLN,consumer area,área de consumo,espace consommateur,1,15,Including benching and computers,Incluye banca y computadoras.,Y compris bancs et ordinateurs,Office - Clinical Workroom,Oficina - Sala de trabajo clínico,Bureau - Salle de travail clinique
PSI,LAUN-MH,consumer area,área de consumo,espace consommateur,1,6,,yaya,,"Laundry - Mental Health, 6m2","Lavandería - Salud mental, 6m2","Blanchisserie - Santé mentale, 6m2"
PSI,DINBEV-25,consumer area,área de consumo,espace consommateur,1,"32
","Also used as a multifuntional group space, may be separated spaces to enable separation of consumers. ","También se utiliza como un espacio de grupo multifuncional, pueden ser espacios separados para permitir la separación de los consumidores.","Également utilisé comme espace de groupe multifonctionnel, il peut s'agir d'espaces séparés pour permettre la séparation des consommateurs.","Dining Room/Beverage Bay (Mental Health), 25m2","Comedor/Bodega (Salud Mental), 25m2","Salle à manger/Baie à boissons (Santé mentale), 25m2"
PSI,,consumer area,área de consumo,espace consommateur,1,25,Main lounge/ activity area,Salón principal / área de actividades,Salon principal/zone d'activités,,,
PSI,,consumer area,área de consumo,espace consommateur,3,10,Quiet sitting area adjacent to each pod,Sala de estar tranquila junto a cada cápsula,Coin salon calme adjacent à chaque module,,,
PSI,LNPT-10,consumer area,área de consumo,espace consommateur,2,15,For visitor access without traversing inpatient unit. Number of patient/family lounges to be determined.,Para el acceso de visitantes sin atravesar la unidad de hospitalización. Número de salas para pacientes / familiares por determinar.,Pour l'accès des visiteurs sans traverser l'unité d'hospitalisation. Nombre de salons patient/famille à déterminer.,"Lounge - Patient / Family, 10m2","Sala de estar - Paciente / Familia, 10m2","Salon - Patient / Famille, 10m2"
PSI,,consumer area,área de consumo,espace consommateur,1,20,"For consumer use, collocate with open lounge area for flexible use of space.","Para uso del consumidor, colóquelo con un área de salón abierta para un uso flexible del espacio.","Pour une utilisation par les consommateurs, colocalisez avec un salon ouvert pour une utilisation flexible de l'espace.",,,
PSI,,consumer area,área de consumo,espace consommateur,1,12,Optional,Opcional,Optionnel,,,
PSI,WCAC,consumer area,área de consumo,espace consommateur,1,6,,yaya,,Toilet - Accessible,Aseo - Accesible,Toilette - Accessible
PSI,STPP,consumer area,área de consumo,espace consommateur,1,10,,yaya,,Store - Patient Property,Tienda - Propiedad del paciente,Magasin - Propriété du patient
PSI,4BR-ST,consumer area,área de consumo,espace consommateur,1,80,Based on 10m2 per person and 100% occupancy. Reduce to accommodate courtyards off pods.,Basado en 10m2 por persona y 100% de ocupación. Reducir para acomodar los patios fuera de las vainas.,Basé sur 10m2 par personne et 100% d'occupation. Réduire pour accueillir des cours hors cosses.,4 Bed Room - Inboard Ensuite,Habitación de 4 camas - con baño interior,Chambre à 4 lits - Inboard Ensuite
PSI,4BR-ST,consumer area,área de consumo,espace consommateur,2,20,For smaller bed pods,Para cápsulas de cama más pequeñas,Pour les petites cosses de lit,4 Bed Room - Inboard Ensuite,Habitación de 4 camas - con baño interior,Chambre à 4 lits - Inboard Ensuite
PSI,CIR,consumer area,área de consumo,espace consommateur,,0.32,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
PSI,SECL,seclusion suite,suite de reclusión,suite d'isolement,1,14,,yaya,,Seclusion Room,Sala de aislamiento,Salle d'isolement
PSI,,seclusion suite,suite de reclusión,suite d'isolement,1,10,For safe access to seclusion room that supports consumer privacy and dignity.  Area requirement will be subject to design.,Para un acceso seguro a la sala de reclusión que respalda la privacidad y la dignidad del consumidor. El requisito de área estará sujeto a diseño.,Pour un accès sécurisé à une chambre d'isolement qui respecte la vie privée et la dignité des consommateurs. La superficie requise sera soumise à la conception.,,,
PSI,ENS-MH-B,seclusion suite,suite de reclusión,suite d'isolement,1,5,,yaya,,"Ensuite - Mental Health, Inboard Access from Corridor, 5m2","Baño - Salud Mental, Acceso interior desde el pasillo, 5m2","Ensuite - Santé mentale, accès par l'intérieur du couloir, 5m2"
PSI,CIR,seclusion suite,suite de reclusión,suite d'isolement,,0.32,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
PSI,,de-escalation suite,suite de desescalada,suite de désescalade,1,18,,yaya,,,,
PSI,,de-escalation suite,suite de desescalada,suite de désescalade,1,20,,yaya,,,,
PSI,CIR,de-escalation suite,suite de desescalada,suite de désescalade,,0.32,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
PSI,INTF-MH,clinical support,apoyo clínico,soutien clinique,2,14,2 doors, 1 interview/consult room per 4 beds,2 puertas,Interview Room - Mental Health,Sala de entrevistas - Salud mental,Salle d'entretien - Santé mentale
PSI,CONS,clinical support,apoyo clínico,soutien clinique,1,14,If not provided as part of the secure entry zone,Si no se proporciona como parte de la zona de entrada segura,Si non fourni dans le cadre de la zone d'entrée sécurisée,Consult Room,Sala de consulta,Salle de consultation
PSI,OFF-S12,clinical support,apoyo clínico,soutien clinique,1,9,Nurse Unit Manager,Gerente de Unidad de Enfermería,Responsable d'Unité Infirmière,"Office - Single Person, 12m2","Oficina - Persona sola, 12m2","Bureau - Personne seule, 12m2"
PSI,OFF-2P,clinical support,apoyo clínico,soutien clinique,1,12,Subject to staffing profile,Sujeto al perfil de la dotación de personal,Sous réserve du profil du personnel,"Office - 2 Person Shared, 12m2","Oficina - 2 personas compartidas, 12m2","Bureau - partagé par 2 personnes, 12m2"
PSI,CLUR-14,clinical support,apoyo clínico,soutien clinique,1,14,Includes space for resuscitation trolley (1.5m2) ,"Incluye espacio para carro de reanimación (1,5m2)","Comprend un espace pour le chariot de réanimation (1,5 m2)","Clean Utility/ Medication Room, 14m2","Cuarto de servicio/medicina limpio, 14m2","Pièce utilitaire/médicaments propre, 14m2"
PSI,BLIN,clinical support,apoyo clínico,soutien clinique,1,2,Enclosed and lockable,Cerrado y con llave,Fermé et verrouillable,Bay - Linen,Bahía - Lino,Baie - Lin
PSI,BMT-4,clinical support,apoyo clínico,soutien clinique,1,4,,yaya,,"Bay - Meal Trolley, 4m2","Bahía - Carro de comidas, 4m2","Baie - Chariot à repas, 4m2"
PSI,,clinical support,apoyo clínico,soutien clinique,1,20,"Optional, if food services is bulk supply rethermalisation model.","Opcional, si los servicios de alimentación son modelo de retermalización de suministro a granel.","Facultatif, si la restauration est un modèle de rethermalisation de l'approvisionnement en vrac.",,,
PSI,DTUR-S,clinical support,apoyo clínico,soutien clinique,1,8,"Optional, may be shared with another unit","Opcional, se puede compartir con otra unidad.","Facultatif, peut être partagé avec une autre unité","Dirty Utility, Sub","Utilidad sucia, Sub","Dirty Utility, Sub"
PSI,STGN,clinical support,apoyo clínico,soutien clinique,1,8,,yaya,,Store - General,Tienda - General,Magasin - Général
PSI,STEQ-14,clinical support,apoyo clínico,soutien clinique,1,"12
","Indoor and outdoor activity equipment, occupational therapy equipment","Equipo de actividad interior y exterior, equipo de terapia ocupacional.","Équipement d'activité intérieure et extérieure, équipement d'ergothérapie","Store - Equipment, 14m2","Tienda - Equipo, 14m2","Magasin - Équipement, 14m2"
PSI,CLRM-5,clinical support,apoyo clínico,soutien clinique,1,5,,yaya,,"Cleaner's Room, 5m2","Cuarto de limpieza, 5m2","Salle de nettoyage, 5m2"
PSI,DISP-8,clinical support,apoyo clínico,soutien clinique,1,8,Second entry door to external corridor recommended to reduce access to MHICU,Se recomienda una segunda puerta de entrada al corredor externo para reducir el acceso a la MHICU,Deuxième porte d'entrée au couloir externe recommandée pour réduire l'accès à MHICU,"Disposal Room, 8m2","Sala de desechos, 8m2","Salle d'élimination, 8m2"
PSI,CIR,clinical support,apoyo clínico,soutien clinique,,0.32,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
PSI,OFF-S12,staff areas,áreas de personal,zones du personnel,1,12,Clinical Director,Director Clínico,Directeur clinique,"Office - Single Person, 12m2","Oficina - Persona sola, 12m2","Bureau - Personne seule, 12m2"
PSI,OFF-S9,staff areas,áreas de personal,zones du personnel,1,9,Number determined by staff establishment.,Número determinado por plantilla.,Nombre déterminé par l'établissement du personnel.,"Office - Single Person, 9m2","Oficina - Persona sola, 9m2","Bureau - Personne seule, 9m2"
PSI,,staff areas,áreas de personal,zones du personnel,4.4,,"Number determined by staff establishment. For a range of medical, nursing, allied health and administrative staff. ","Número determinado por plantilla. Para una amplia gama de personal médico, de enfermería, sanitario afín y administrativo.","Nombre déterminé par l'établissement du personnel. Pour une gamme de personnel médical, infirmier, paramédical et administratif.",,,
PSI,STPS-8,staff areas,áreas de personal,zones du personnel,1,8,May be incorporated into reception,Puede incorporarse a la recepción,Peut être intégré à la réception,"Store - Photocopy/ Stationery, 8m2","Tienda - Fotocopias / Papelería, 8m2","Magasin - Photocopie/papeterie, 8m2"
PSI,SRM-15,staff areas,áreas de personal,zones du personnel,1,18,,yaya,,"Staff Room, 15m2","Sala de personal, 15m2","Salle du personnel, 15m2"
PSI,BPROP,staff areas,áreas de personal,zones du personnel,1,3,,yaya,,"Bay - Property, Staff","Bahía - Propiedad, Personal","Baie - Propriété, Personnel"
PSI,WCST,staff areas,áreas de personal,zones du personnel,2,3,,yaya,,Toilet - Staff,Aseo - Personal,Toilette - Personnel
PSI,SHST,staff areas,áreas de personal,zones du personnel,1,3,,yaya,,Shower - Staff,Ducha - Personal,Douche - Personnel
PSI,SSTN-14,staff areas,áreas de personal,zones du personnel,1,15,,yaya,,"Staff Station, 14m2","Estación de personal, 14m2","Poste du personnel, 14m2"
PSI,CIR,staff areas,áreas de personal,zones du personnel,,0.25,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
PSNA,AIRLE-12,entry,entrada,entrée,1,"10
",Optional,Opcional,Optionnel,"Airlock - Entry, 12m2","Esclusa - Entrada, 12m2","Sas - Entrée, 12m2"
PSNA,RECL-10,entry,entrada,entrée,1,10,,yaya,,"Reception/ Clerical, 10m2","Recepción/Administración, 10m2","Réception/Commis, 10m2"
PSNA,RECL-10,entry,entrada,entrée,1,10,Optional. For medium secure / forensic units only. ,Opcional. Solo para unidades forenses / de seguridad media.,Optionnel. Pour les unités de sécurité moyenne / médico-légales uniquement.,"Reception/ Clerical, 10m2","Recepción/Administración, 10m2","Réception/Commis, 10m2"
PSNA,WAIT-10,entry,entrada,entrée,1,"15
",,yaya,,"Waiting, 10m2","Espera, 10m2","Attente, 10m2"
PSNA,WCAC,entry,entrada,entrée,1,6,,yaya,,Toilet - Accessible,Aseo - Accesible,Toilette - Accessible
PSNA,WCPU,entry,entrada,entrée,1,3,,yaya,,Toilet - Public ,Aseo - Público,Toilettes publiques
PSNA,BPROP,entry,entrada,entrée,1,"2
",Optional. For medium secure/ forensic units,Opcional. Para unidades medianas seguras / forenses,Optionnel. Pour les unités sécurisées/médico-légales moyennes,"Bay - Property, Staff","Bahía - Propiedad, Personal","Baie - Propriété, Personnel"
PSNA,INTF-MH,entry,entrada,entrée,1,14, Accessible from inpatient and reception/waiting areas. ,Accesible desde las áreas de hospitalización y recepción / espera.,Accessible depuis les zones d'hospitalisation et d'accueil/attente.,Interview Room - Mental Health,Sala de entrevistas - Salud mental,Salle d'entretien - Santé mentale
PSNA,LNPT-10,entry,entrada,entrée,1,"15
",,yaya,,"Lounge - Patient / Family, 10m2","Sala de estar - Paciente / Familia, 10m2","Salon - Patient / Famille, 10m2"
PSNA,,entry,entrada,entrée,1,30,,yaya,,,,
PSNA,CIR,entry,entrada,entrée,,0.32,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
PSNA,,secure entry,entrada segura,entrée sécurisée,1,"45
",,yaya,,,,
PSNA,AIRLE-12,secure entry,entrada segura,entrée sécurisée,1,10,,yaya,,"Airlock - Entry, 12m2","Esclusa - Entrada, 12m2","Sas - Entrée, 12m2"
PSNA,,secure entry,entrada segura,entrée sécurisée,1,"2
",Within police/ambulance area,Dentro del área de policía / ambulancia,Dans la zone de police/ambulance,,,
PSNA,CONS,secure entry,entrada segura,entrée sécurisée,1,14,,yaya,,Consult Room,Sala de consulta,Salle de consultation
PSNA,ENS-MH-B,secure entry,entrada segura,entrée sécurisée,1,5,,yaya,,"Ensuite - Mental Health, Inboard Access from Corridor, 5m2","Baño - Salud Mental, Acceso interior desde el pasillo, 5m2","Ensuite - Santé mentale, accès par l'intérieur du couloir, 5m2"
PSNA,CIR,secure entry,entrada segura,entrée sécurisée,,0.32,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
PSNA,1BR-MH-A,consumer patient,paciente consumidor,patient consommateur,18,"16
","Increased area for larger than standard wardrobe, TVs and additional storage for longer stay consumers","Mayor área para guardarropas más grandes que los estándar, televisores y almacenamiento adicional para consumidores de estadías más prolongadas","Espace accru pour une garde-robe plus grande que la norme, des téléviseurs et un espace de stockage supplémentaire pour les consommateurs qui restent plus longtemps","1 Bed Room - Mental Health - Inboard Ensuite, 15m2","Habitación de 1 cama - Salud mental - Baño interior, 15m2","Chambre à 1 lit - Santé mentale - Inboard Ensuite, 15m2"
PSNA,1BR-MH-A,consumer patient,paciente consumidor,patient consommateur,1,16.5,,yaya,,"1 Bed Room - Mental Health - Inboard Ensuite, 15m2","Habitación de 1 cama - Salud mental - Baño interior, 15m2","Chambre à 1 lit - Santé mentale - Inboard Ensuite, 15m2"
PSNA,1BR-MH-A,consumer patient,paciente consumidor,patient consommateur,1,18,Bariatric or special needs patients. Number of beds will depend on local jurisdictional policies.,Pacientes bariátricos o con necesidades especiales. La cantidad de camas dependerá de las políticas jurisdiccionales locales.,Patients bariatriques ou ayant des besoins spéciaux. Le nombre de lits dépendra des politiques juridictionnelles locales.,"1 Bed Room - Mental Health - Inboard Ensuite, 15m2","Habitación de 1 cama - Salud mental - Baño interior, 15m2","Chambre à 1 lit - Santé mentale - Inboard Ensuite, 15m2"
PSNA,ENS-MH-A,consumer patient,paciente consumidor,patient consommateur,18,5,All private ensuites recommended in Rehabilitation Unit.,Todos los baños privados recomendados en la Unidad de Rehabilitación.,Toutes les salles de bains privées sont recommandées dans l'unité de réadaptation.,"Ensuite - Mental Health, Inboard, 5m2","Ensuite - Salud mental, Interior, 5m2","Ensuite - Santé mentale, Inboard, 5m2"
PSNA,,consumer patient,paciente consumidor,patient consommateur,1,"7 
",As above,Como anteriormente,Comme ci-dessus,,,
PSNA,,consumer patient,paciente consumidor,patient consommateur,1,7 (o),Bariatric requirements will be dependent on local jurisdictional policies,Los requisitos bariátricos dependerán de las políticas jurisdiccionales locales.,Les exigences bariatriques dépendront des politiques juridictionnelles locales,,,
PSNA,BATH,consumer patient,paciente consumidor,patient consommateur,1,12,Optional,Opcional,Optionnel,Bathroom,Baño,Salle de bain
PSNA,BHWS-B,consumer patient,paciente consumidor,patient consommateur,3,1,1 per pod,1 por vaina,1 par dosette,"Bay - Handwashing, Type B","Bahía - Lavado de manos, tipo B","Baie - Lavage des mains, type B"
PSNA,BPH,consumer patient,paciente consumidor,patient consommateur,1,1,"Optional, recessed off corridor for consumer access","Opcional, empotrada fuera del pasillo para el acceso del consumidor",Couloir en retrait en option pour l'accès des consommateurs,Bay - Public Telephone,Bahía - Teléfono público,Baie - Téléphone public
PSNA,LAUN-MH,consumer patient,paciente consumidor,patient consommateur,2,"6
",1 per 2 pods of bed rooms,1 por 2 grupos de dormitorios,1 pour 2 groupes de chambres à coucher,"Laundry - Mental Health, 6m2","Lavandería - Salud mental, 6m2","Blanchisserie - Santé mentale, 6m2"
PSNA,,consumer patient,paciente consumidor,patient consommateur,1,"24
",,yaya,,,,
PSNA,DINBEV-25,consumer patient,paciente consumidor,patient consommateur,2,30,May be provided as 1 large shared area.,Puede proporcionarse como 1 gran área compartida.,Peut être fourni comme 1 grand espace commun.,"Dining Room/Beverage Bay (Mental Health), 25m2","Comedor/Bodega (Salud Mental), 25m2","Salle à manger/Baie à boissons (Santé mentale), 25m2"
PSNA,,consumer patient,paciente consumidor,patient consommateur,1,"30
",,yaya,,,,
PSNA,,consumer patient,paciente consumidor,patient consommateur,4,"15
",1 per pod of bed rooms.,1 por grupo de dormitorios.,1 par groupe de chambres à coucher.,,,
PSNA,,consumer patient,paciente consumidor,patient consommateur,1,40,,yaya,,,,
PSNA,TRMT-HTS,consumer patient,paciente consumidor,patient consommateur,1,20,Multi-function activity area. Lockable store to be included in the room. ,Área de actividades multifunción. Almacén con cerradura para ser incluido en la habitación.,Zone d'activités multifonctionnelle. Magasin verrouillable à inclure dans la chambre.,Treatment Room - Hand Therapy / Splinting,Sala de tratamiento - Terapia de manos / Férula,Salle de traitement - Thérapie de la main / attelle
PSNA,,consumer patient,paciente consumidor,patient consommateur,1,"22
",Gym equipment,Equipo de gimnasio,Équipement de gym,,,
PSNA,,consumer patient,paciente consumidor,patient consommateur,1,12,,yaya,,,,
PSNA,WCAC,consumer patient,paciente consumidor,patient consommateur,1,6,"For consumer use, close to activity and outdoor areas","Para uso del consumidor, cerca de actividades y áreas al aire libre.","Pour un usage grand public, à proximité des activités et des espaces extérieurs",Toilet - Accessible,Aseo - Accesible,Toilette - Accessible
PSNA,STPP,consumer patient,paciente consumidor,patient consommateur,1,"14
",Due to length of stay of consumers,Debido a la duración de la estancia de los consumidores,En raison de la durée du séjour des consommateurs,Store - Patient Property,Tienda - Propiedad del paciente,Magasin - Propriété du patient
PSNA,,consumer patient,paciente consumidor,patient consommateur,1,200,"BBQ area (near ADL kitchen), tables and chairs, sink, exercise area and walking paths.","Área de barbacoa (cerca de la cocina de ADL), mesas y sillas, fregadero, área de ejercicio y senderos para caminar.","Espace BBQ (près de la cuisine ADL), tables et chaises, évier, aire d'exercice et sentiers pédestres.",,,
PSNA,,consumer patient,paciente consumidor,patient consommateur,4,"20
",Optional for low security risk units. ,Opcional para unidades de bajo riesgo de seguridad.,Facultatif pour les unités à faible risque de sécurité.,,,
PSNA,CIR,consumer patient,paciente consumidor,patient consommateur,,0.32,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
PSNA,SECL,seclusion suite,suite de reclusión,suite d'isolement,1,14,,yaya,,Seclusion Room,Sala de aislamiento,Salle d'isolement
PSNA,,seclusion suite,suite de reclusión,suite d'isolement,1,10,,yaya,,,,
PSNA,ENS-MH-B,seclusion suite,suite de reclusión,suite d'isolement,1,5,,yaya,,"Ensuite - Mental Health, Inboard Access from Corridor, 5m2","Baño - Salud Mental, Acceso interior desde el pasillo, 5m2","Ensuite - Santé mentale, accès par l'intérieur du couloir, 5m2"
PSNA,CIR,seclusion suite,suite de reclusión,suite d'isolement,,0.32,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
PSNA,,de-escalation suite,suite de desescalada,suite de désescalade,1,18,,yaya,,,,
PSNA,,de-escalation suite,suite de desescalada,suite de désescalade,1,20,,yaya,,,,
PSNA,CIR,de-escalation suite,suite de desescalada,suite de désescalade,,0.32,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
PSNA,,clinical support,apoyo clínico,soutien clinique,1,14,,yaya,,,,
PSNA,OFF-CLN,clinical support,apoyo clínico,soutien clinique,1,15,,yaya,,Office - Clinical Workroom,Oficina - Sala de trabajo clínico,Bureau - Salle de travail clinique
PSNA,INTF-MH,clinical support,apoyo clínico,soutien clinique,2,14,,yaya,,Interview Room - Mental Health,Sala de entrevistas - Salud mental,Salle d'entretien - Santé mentale
PSNA,CONS,clinical support,apoyo clínico,soutien clinique,1,14,,yaya,,Consult Room,Sala de consulta,Salle de consultation
PSNA,OFF-S9,clinical support,apoyo clínico,soutien clinique,1,"9
",,yaya,,"Office - Single Person, 9m2","Oficina - Persona sola, 9m2","Bureau - Personne seule, 9m2"
PSNA,,clinical support,apoyo clínico,soutien clinique,,4.4,,yaya,,,,
PSNA,CLUR-14,clinical support,apoyo clínico,soutien clinique,1,"16
",,yaya,,"Clean Utility/ Medication Room, 14m2","Cuarto de servicio/medicina limpio, 14m2","Pièce utilitaire/médicaments propre, 14m2"
PSNA,BLIN,clinical support,apoyo clínico,soutien clinique,2,2,,yaya,,Bay - Linen,Bahía - Lino,Baie - Lin
PSNA,BLIN,clinical support,apoyo clínico,soutien clinique,4,"0.5
",,yaya,,Bay - Linen,Bahía - Lino,Baie - Lin
PSNA,BMT-4,clinical support,apoyo clínico,soutien clinique,1,4,,yaya,,"Bay - Meal Trolley, 4m2","Bahía - Carro de comidas, 4m2","Baie - Chariot à repas, 4m2"
PSNA,,clinical support,apoyo clínico,soutien clinique,1,20,,yaya,,,,
PSNA,CLRM-5,clinical support,apoyo clínico,soutien clinique,1,5,,yaya,,"Cleaner's Room, 5m2","Cuarto de limpieza, 5m2","Salle de nettoyage, 5m2"
PSNA,DTUR-S,clinical support,apoyo clínico,soutien clinique,1,"8
",,yaya,,"Dirty Utility, Sub","Utilidad sucia, Sub","Dirty Utility, Sub"
PSNA,DISP-8,clinical support,apoyo clínico,soutien clinique,1,8,,yaya,,"Disposal Room, 8m2","Sala de desechos, 8m2","Salle d'élimination, 8m2"
PSNA,STGN,clinical support,apoyo clínico,soutien clinique,1,8,,yaya,,Store - General,Tienda - General,Magasin - Général
PSNA,STEQ-20,clinical support,apoyo clínico,soutien clinique,1,20,,yaya,,"Store - Equipment, 20m2","Tienda - Equipo, 20m2","Magasin - Équipement, 20m2"
PSNA,CIR,clinical support,apoyo clínico,soutien clinique,,0.32,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
PSNA,OFF-S12,staff areas,áreas de personal,zones du personnel,1,12,,yaya,,"Office - Single Person, 12m2","Oficina - Persona sola, 12m2","Bureau - Personne seule, 12m2"
PSNA,OFF-S9,staff areas,áreas de personal,zones du personnel,1,9,,yaya,,"Office - Single Person, 9m2","Oficina - Persona sola, 9m2","Bureau - Personne seule, 9m2"
PSNA,,staff areas,áreas de personal,zones du personnel,4.4,,,yaya,,,,
PSNA,STPS-8,staff areas,áreas de personal,zones du personnel,1,8,,yaya,,"Store - Photocopy/ Stationery, 8m2","Tienda - Fotocopias / Papelería, 8m2","Magasin - Photocopie/papeterie, 8m2"
PSNA,SRM-15,staff areas,áreas de personal,zones du personnel,1,18,,yaya,,"Staff Room, 15m2","Sala de personal, 15m2","Salle du personnel, 15m2"
PSNA,BPROP,staff areas,áreas de personal,zones du personnel,1,"3
",,yaya,,"Bay - Property, Staff","Bahía - Propiedad, Personal","Baie - Propriété, Personnel"
PSNA,WCST,staff areas,áreas de personal,zones du personnel,2,3,,yaya,,Toilet - Staff,Aseo - Personal,Toilette - Personnel
PSNA,SHST,staff areas,áreas de personal,zones du personnel,1,3,,yaya,,Shower - Staff,Ducha - Personal,Douche - Personnel
PSNA,SSTN-20,staff areas,áreas de personal,zones du personnel,1,20,,yaya,,"Staff Station, 20m2","Estación de personal, 20m2","Poste du personnel, 20m2"
PSNA,CIR,staff areas,áreas de personal,zones du personnel,,0.25,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
APSI,AIRLE-12,entry,entrada,entrée,1,10,,yaya,,"Airlock - Entry, 12m2","Esclusa - Entrada, 12m2","Sas - Entrée, 12m2"
APSI,RECL-10,entry,entrada,entrée,1,10,,yaya,,"Reception/ Clerical, 10m2","Recepción/Administración, 10m2","Réception/Commis, 10m2"
APSI,WAIT-10,entry,entrada,entrée,1,10,This area is indicative only. Consideration should be given to sharing of waiting areas with collocated units and requirements to support the Mental Health Tribunal.,Esta área es solo indicativa. Se debe considerar compartir las áreas de espera con las unidades ubicadas y los requisitos para apoyar al Tribunal de Salud Mental.,Cette zone est indicative. Il faudrait envisager le partage des zones d'attente avec les unités colocalisées et les exigences pour soutenir le Tribunal de la santé mentale.,"Waiting, 10m2","Espera, 10m2","Attente, 10m2"
APSI,WCAC,entry,entrada,entrée,1,6,Includes baby changing facilities.,Incluye instalaciones para cambiar pañales.,Comprend une table à langer pour bébé.,Toilet - Accessible,Aseo - Accesible,Toilette - Accessible
APSI,INTF-MH,entry,entrada,entrée,1,14,Access to enclosed outside courtyard is beneficial.,El acceso al patio exterior cerrado es beneficioso.,L'accès à la cour extérieure fermée est bénéfique.,Interview Room - Mental Health,Sala de entrevistas - Salud mental,Salle d'entretien - Santé mentale
APSI,,entry,entrada,entrée,1,30,,yaya,,,,
APSI,CIR,entry,entrada,entrée,,0.32,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
APSI,1BR-MH-A,Acute inpatient zone,Zona de hospitalización aguda,Zone d'hospitalisation aiguë,14,15,"Beds will be configured into separate pods. For back-to-back arrangement, refer to 1BR-MH-C.","Las camas se configurarán en compartimentos separados. Para la disposición espalda con espalda, consulte 1BR-MH-C.","Les lits seront configurés dans des pods séparés. Pour une disposition dos à dos, reportez-vous à 1BR-MH-C.","1 Bed Room - Mental Health - Inboard Ensuite, 15m2","Habitación de 1 cama - Salud mental - Baño interior, 15m2","Chambre à 1 lit - Santé mentale - Inboard Ensuite, 15m2"
APSI,1BR-MH-A,Acute inpatient zone,Zona de hospitalización aguda,Zone d'hospitalisation aiguë,1,16.5,,yaya,,"1 Bed Room - Mental Health - Inboard Ensuite, 15m2","Habitación de 1 cama - Salud mental - Baño interior, 15m2","Chambre à 1 lit - Santé mentale - Inboard Ensuite, 15m2"
APSI,1BR-MH-A,Acute inpatient zone,Zona de hospitalización aguda,Zone d'hospitalisation aiguë,1,18 (o),Optional. Bariatric requirements will be dependent on local jurisdictional policies,Opcional. Los requisitos bariátricos dependerán de las políticas jurisdiccionales locales.,Optionnel. Les exigences bariatriques dépendront des politiques juridictionnelles locales,"1 Bed Room - Mental Health - Inboard Ensuite, 15m2","Habitación de 1 cama - Salud mental - Baño interior, 15m2","Chambre à 1 lit - Santé mentale - Inboard Ensuite, 15m2"
APSI,ENS-MH-A,Acute inpatient zone,Zona de hospitalización aguda,Zone d'hospitalisation aiguë,15,5,"For access from corridor, refer to ENS-MH-B","Para acceder desde el pasillo, consulte ENS-MH-B","Pour l'accès depuis le couloir, se référer à ENS-MH-B","Ensuite - Mental Health, Inboard, 5m2","Ensuite - Salud mental, Interior, 5m2","Ensuite - Santé mentale, Inboard, 5m2"
APSI,,Acute inpatient zone,Zona de hospitalización aguda,Zone d'hospitalisation aiguë,1,7,,yaya,,,,
APSI,,Acute inpatient zone,Zona de hospitalización aguda,Zone d'hospitalisation aiguë,1,7 (o),Optional. Bariatric requirements will be dependent on local jurisdictional policies.,Opcional. Los requisitos bariátricos dependerán de las políticas jurisdiccionales locales.,Optionnel. Les exigences bariatriques dépendront des politiques juridictionnelles locales.,,,
APSI,BATH,Acute inpatient zone,Zona de hospitalización aguda,Zone d'hospitalisation aiguë,1,15,Optional. May be fitted with lifting equipment or require use of mobile equipment. Inclusion of bath is optional.,Opcional. Puede estar equipado con equipo de elevación o requerir el uso de equipo móvil. La inclusión de baño es opcional.,Optionnel. Peut être équipé d'un équipement de levage ou nécessiter l'utilisation d'équipement mobile. L'inclusion du bain est facultative.,Bathroom,Baño,Salle de bain
APSI,BPH,Acute inpatient zone,Zona de hospitalización aguda,Zone d'hospitalisation aiguë,1,1,"Optional, recessed off corridor for consumer access.","Opcional, empotrado en el pasillo para el acceso de los consumidores.",Couloir en retrait en option pour l'accès des consommateurs.,Bay - Public Telephone,Bahía - Teléfono público,Baie - Téléphone public
APSI,BHWS-B,Acute inpatient zone,Zona de hospitalización aguda,Zone d'hospitalisation aiguë,2,1,,yaya,,"Bay - Handwashing, Type B","Bahía - Lavado de manos, tipo B","Baie - Lavage des mains, type B"
